Journal,xml_file_name,article_title,epub_Date,RRID mentions,RRID Count
eNeuro,PMC6751374.nxml,Syntaphilin-Mediated Docking of Mitochondria at the Growth Cone Is Dispensable for Axon Elongation In Vivo,17-9-2019,"['SCR_002285', 'SCR_002285', 'SCR_016098', 'SCR_016098', 'SCR_014303', 'SCR_014303']",6
eNeuro,PMC7544189.nxml,Pannexin 1 Regulates Dendritic Protrusion Dynamics in Immature Cortical Neurons,20-8-2020,"['SCR_002285', 'SCR_002285', 'SCR_001905', 'SCR_001905', 'SCR_000432', 'SCR_000432', 'SCR_014601', 'SCR_014601', 'SCR_014199', 'SCR_014199', 'SCR_013673', 'SCR_013673']",12
eNeuro,PMC5292596.nxml,Activation-Dependent Rapid Postsynaptic Clustering of Glycine Receptors in Mature Spinal Cord Neurons,6-2-2017,"['RRID: SCR_011323', 'RRID: SCR_008488', 'RRID: SCR_003070', 'RRID: SCR_002368']",4
eNeuro,PMC6451157.nxml,Perceived Target Range Shapes Human Sound-Localization Behavior,5-4-2019,"['SCR_006495', 'SCR_006495', 'SCR_001622', 'SCR_001622']",4
eNeuro,PMC6298421.nxml,Evolution of the Muscarinic Acetylcholine Receptors in Vertebrates,8-11-2018,"['SCR_013367', 'SCR_013367', 'SCR_006472', 'SCR_006472', 'SCR_011822', 'SCR_011822', 'SCR_006459', 'SCR_006459', 'SCR_014629', 'SCR_014629', 'SCR_008515', 'SCR_008515', 'SCR_013367', 'SCR_013367', 'SCR_014629', 'SCR_014629', 'SCR_002560', 'SCR_002560', 'SCR_014935', 'SCR_014935']",20
eNeuro,PMC7294468.nxml,Differential Stability of miR-9-5p and miR-9-3p in the Brain Is Determined by Their Unique Cis- and Trans-Acting Elements,2-6-2020,"['SCR_003070', 'SCR_003070']",2
eNeuro,PMC6498419.nxml,Electroconvulsive Shock Enhances Responsive Motility and Purinergic Currents in Microglia in the Mouse Hippocampus,23-4-2019,"['SCR_011323', 'SCR_011323', 'SCR_002285', 'SCR_002285', 'SCR_007366', 'SCR_007366', 'SCR_016137', 'SCR_016137', 'SCR_002798', 'SCR_002798']",10
eNeuro,PMC4987413.nxml,Perineuronal Nets Enhance the Excitability of Fast-Spiking Neurons,27-7-2016,['RRID:SCR_003070'],1
eNeuro,PMC5099604.nxml,Western High-Fat Diet Consumption during Adolescence Increases Susceptibility to Traumatic Stress while Selectively Disrupting Hippocampal and Ventricular Volumes,8-11-2016,"['RRID: SCR_000441', 'RRID: SCR_004074', 'RRID: SCR_000441', 'RRID: SCR_004074', 'RRID: SCR_004074', 'RRID: SCR_014199', 'RRID: SCR_002798']",7
eNeuro,PMC5547195.nxml,Deep-Brain Stimulation of the Subthalamic Nucleus Selectively Decreases Risky Choice in Risk-Preferring Rats,7-8-2017,['RRID: SCR_014721'],1
eNeuro,PMC7073388.nxml,Direct Comparison of Odor Responses of Homologous Glomeruli in the Medial and Lateral Maps of the Mouse Olfactory Bulb,4-3-2020,"['SCR_002285', 'SCR_002285', 'SCR_001622', 'SCR_001622']",4
eNeuro,PMC7029186.nxml,Spatiotemporal Transition in the Role of Synaptic Inhibition to the Tail Beat Rhythm of Developing Larval Zebrafish,13-2-2020,"['SCR_003070', 'SCR_003070', 'SCR_008633', 'SCR_008633']",4
eNeuro,PMC6565377.nxml,"Lovastatin, not Simvastatin, Corrects Core Phenotypes in the Fragile X Mouse Model",10-6-2019,"['SCR_013715', 'SCR_013715', 'SCR_002798', 'SCR_002798']",4
eNeuro,PMC6335082.nxml,Patterns of Dendritic Basal Field Orientation of Pyramidal Neurons in the Rat Somatosensory Cortex,17-1-2019,"['SCR_001775', 'SCR_001775', 'SCR_001818', 'SCR_001818', 'SCR_001905', 'SCR_001905']",6
eNeuro,PMC5550839.nxml,Acute Effect of Pore-Forming Clostridium perfringens ε-Toxin on Compound Action Potentials of Optic Nerve of Mouse,10-8-2017,"['SCR_014713', 'SCR_014713', 'SCR_000325', 'SCR_000325', 'SCR_005393', 'SCR_005393', 'SCR_003070', 'SCR_003070', 'SCR_000306', 'SCR_000306']",10
eNeuro,PMC6354784.nxml,Motor Responses to Noxious Stimuli Shape Pain Perception in Chronic Pain Patients,29-11-2018,"['SCR_001905', 'SCR_001905', 'SCR_015654', 'SCR_015654']",4
eNeuro,PMC5329619.nxml,Axonal Type III Nrg1 Controls Glutamate Synapse Formation and GluA2 Trafficking in Hippocampal-Accumbens Connections,27-2-2017,"['RRID: SCR_014441', 'RRID:SCR_002368']",2
eNeuro,PMC6390198.nxml,Electrophysiological Characterization of Networks and Single Cells in the Hippocampal Region of a Transgenic Rat Model of Alzheimer’s Disease,22-2-2019,"['SCR_000034', 'SCR_000034', 'SCR_014199', 'SCR_014199', 'SCR_002865', 'SCR_002865']",6
eNeuro,PMC6393689.nxml,The Role of the Voltage-Gated Potassium Channel Proteins Kv8.2 and Kv2.1 in Vision and Retinal Disease: Insights from the Study of Mouse Gene Knock-Out Mutations,25-2-2019,"['SCR_002285', 'SCR_002285', 'SCR_000306', 'SCR_000306']",4
eNeuro,PMC5806591.nxml,Transient Receptor Potential Channels TRPM4 and TRPC3 Critically Contribute to Respiratory Motor Pattern Formation but not Rhythmogenesis in Rodent Brainstem Circuits,9-2-2018,"['SCR_001622', 'SCR_001622']",2
eNeuro,PMC6553571.nxml,Cerebellar Stellate Cell Excitability Is Coordinated by Shifts in the Gating Behavior of Voltage-Gated Na+ and A-Type K+ Channels,4-6-2019,"['SCR_011323', 'SCR_011323', 'SCR_014448', 'SCR_014448', 'SCR_002815', 'SCR_002815', 'SCR_002865', 'SCR_002865']",8
eNeuro,PMC6905639.nxml,Reward Devaluation Attenuates Cue-Evoked Sucrose Seeking and Is Associated with the Elimination of Excitability Differences between Ensemble and Non-ensemble Neurons in the Nucleus Accumbens,10-12-2019,"['SCR_012156', 'SCR_012156', 'SCR_014786', 'SCR_014786', 'SCR_014713', 'SCR_014713', 'SCR_002184', 'SCR_002184', 'SCR_002798', 'SCR_002798', 'SCR_002865', 'SCR_002865', 'SCR_002184', 'SCR_002184']",14
eNeuro,PMC6153337.nxml,A Functionally Defined In Vivo Astrocyte Population Identified by c-Fos Activation in a Mouse Model of Multiple Sclerosis Modulated by S1P Signaling: Immediate-Early Astrocytes (ieAstrocytes),24-9-2018,"['SCR_002677', 'SCR_002677', 'SCR_013672', 'SCR_013672', 'SCR_014329', 'SCR_014329', 'SCR_014329', 'SCR_014329', 'SCR_003070', 'SCR_003070', 'SCR_008520', 'SCR_008520', 'SCR_002798', 'SCR_002798']",14
eNeuro,PMC5788056.nxml,State-Based Delay Representation and Its Transfer from a Game of Pong to Reaching and Tracking,26-12-2017,"['SCR_001622', 'SCR_001622', 'SCR_002865', 'SCR_002865']",4
eNeuro,PMC5639419.nxml,High-Precision Fast-Spiking Basket Cell Discharges during Complex Events in the Human Neocortex,13-10-2017,"['SCR_011323', 'SCR_011323', 'SCR_000903', 'SCR_000903', 'SCR_00281', 'SCR_00281', 'SCR_000325', 'SCR_000325', 'SCR_003210', 'SCR_003210', 'SCR_003210', 'SCR_003210', 'SCR_001775', 'SCR_001775']",14
eNeuro,PMC5197405.nxml,Figure-Ground Organization in Visual Cortex for Natural Scenes,29-12-2016,['RRID:SCR_001905'],1
eNeuro,PMC6712202.nxml,Blue Light Promotes Neurite Outgrowth of Retinal Explants in Postnatal ChR2 Mice,9-8-2019,"['SCR_003070', 'SCR_003070', 'SCR_016393', 'SCR_016393', 'SCR_014955', 'SCR_014955', 'SCR_001622', 'SCR_001622', 'SCR_016137', 'SCR_016137']",10
eNeuro,PMC6514441.nxml,Dramatically Amplified Thoracic Sympathetic Postganglionic Excitability and Integrative Capacity Revealed with Whole-Cell Patch-Clamp Recordings,10-5-2019,"['SCR_001775', 'SCR_001775', 'SCR_011323', 'SCR_011323', 'SCR_011323', 'SCR_011323', 'SCR_001622', 'SCR_001622']",8
eNeuro,PMC6860985.nxml,Dexamethasone Attenuates Hyperexcitability Provoked by Experimental Febrile Status Epilepticus,15-11-2019,"['SCR_001620', 'SCR_001620', 'SCR_001620', 'SCR_001620', 'SCR_002285', 'SCR_002285', 'SCR_002798', 'SCR_002798']",8
eNeuro,PMC5318544.nxml,Intrastriatally Infused Exogenous CDNF Is Endocytosed and Retrogradely Transported to Substantia Nigra,20-2-2017,"['RRID: SCR_013673', 'RRID: SCR_002677']",2
eNeuro,PMC5485378.nxml,Avoidant Responses to Interpersonal Provocation Are Associated with Increased Amygdala and Decreased Mentalizing Network Activity,27-6-2017,"['RRID: SCR_002521', 'RRID: SCR_007037', 'RRID: SCR_008642', 'RRID: SCR_009605']",4
eNeuro,PMC5815845.nxml,Identification of Two Distinct Working Memory-Related Brain Networks in Healthy Young Adults,14-2-2018,"['SCR_001847', 'SCR_001847', 'SCR_001905', 'SCR_001905', 'SCR_001847', 'SCR_001847', 'SCR_002823', 'SCR_002823', 'SCR_006798', 'SCR_006798', 'SCR_006593', 'SCR_006593', 'SCR_002403', 'SCR_002403', 'SCR_003806', 'SCR_003806']",16
eNeuro,PMC6325565.nxml,Cell-Type-Specific Changes in Intrinsic Excitability in the Subiculum following Learning and Exposure to Novel Environmental Contexts,4-1-2019,"['SCR_014429', 'SCR_014429', 'SCR_002865', 'SCR_002865', 'SCR_001905', 'SCR_001905', 'SCR_013726', 'SCR_013726']",8
eNeuro,PMC5394940.nxml,Efficient Remyelination Requires DNA Methylation,30-3-2017,"['RRID:SCR_002677', 'RRID:SCR_003070', 'RRID:SCR_002798']",3
eNeuro,PMC5613225.nxml,Prenatal and Early Postnatal Odorant Exposure Heightens Odor-Evoked Mitral Cell Responses in the Mouse Olfactory Bulb,26-9-2017,"['SCR_000325', 'SCR_000325', 'SCR_008394', 'SCR_008394', 'SCR_002798', 'SCR_002798']",6
eNeuro,PMC5797477.nxml,Electrical Stimulation Modulates High γ Activity and Human Memory Performance,2-2-2018,"['SCR_001847', 'SCR_001847', 'SCR_005547', 'SCR_005547', 'SCR_001622', 'SCR_001622']",6
eNeuro,PMC6541875.nxml,Cerebellar Neurodegeneration and Neuronal Circuit Remodeling in Golgi pH Regulator-Deficient Mice,29-5-2019,"['SCR_002798', 'SCR_002798']",2
eNeuro,PMC6140108.nxml,Immediate-Early Promoter-Driven Transgenic Reporter System for Neuroethological Research in a Hemimetabolous Insect,4-9-2018,"['SCR_011811', 'SCR_011811', 'SCR_011812', 'SCR_011812', 'SCR_010519', 'SCR_010519', 'SCR_005026', 'SCR_005026', 'SCR_010883', 'SCR_010883', 'SCR_002285', 'SCR_002285', 'SCR_002798', 'SCR_002798']",14
mBio,PMC7439478.nxml,A Plant Virus Ensures Viral Stability in the Hemolymph of Vector Insects through Suppressing Prophenoloxidase Activation,18-8-2020,"['SCR_000667', 'SCR_000667']",2
eLife,PMC5199195.nxml,Early dysfunction and progressive degeneration of the subthalamic nucleus in mouse models of Huntington's disease,20-12-2016,"['SCR_011323', 'SCR_011323', 'SCR_002526', 'SCR_002526', 'SCR_000325', 'SCR_000325', 'SCR_008624', 'SCR_008624', 'SCR_002285', 'SCR_002285', 'SCR_002798', 'SCR_002798', 'SCR_001905', 'SCR_001905', 'SCR_000432', 'SCR_000432']",16
eLife,PMC7486125.nxml,EDF1 coordinates cellular responses to ribosome collisions,03-8-2020,"['SCR_014485', 'SCR_014485', 'SCR_015753', 'SCR_015753', 'SCR_015899', 'SCR_015899', 'SCR_015687', 'SCR_015687', 'SCR_014966', 'SCR_014966', 'SCR_016274', 'SCR_016274']",12
eLife,PMC6986879.nxml,Learning improves decoding of odor identity with phase-referenced oscillations in the olfactory bulb,28-1-2020,"['SCR_004633', 'SCR_004633', 'SCR_001622', 'SCR_001622', 'SCR_010279', 'SCR_010279', 'SCR_014199', 'SCR_014199']",8
eLife,PMC6039177.nxml,Orbital frontal cortex updates state-induced value change for decision-making,13-6-2018,"['SCR_001622', 'SCR_001622', 'SCR_002798', 'SCR_002798', 'SCR_010279', 'SCR_010279', 'SCR_014284', 'SCR_014284', 'SCR_015823', 'SCR_015823']",10
eLife,PMC6927744.nxml,Sequential phosphorylation of NDEL1 by the DYRK2-GSK3β complex is critical for neuronal morphogenesis,09-12-2019,"['SCR_002285', 'SCR_002285']",2
eLife,PMC6819083.nxml,Optical dopamine monitoring with dLight1 reveals mesolimbic phenotypes in a mouse model of neurofibromatosis type 1,23-9-2019,"['SCR_001622', 'SCR_001622', 'SCR_002798', 'SCR_002798']",4
eLife,PMC6867712.nxml,Perinatal hormones favor CC17 group B Streptococcus intestinal translocation through M cells and hypervirulence in neonates,11-11-2019,"['SCR_016182', 'SCR_016182', 'SCR_003070', 'SCR_003070', 'SCR_016182', 'SCR_016182', 'SCR_003070', 'SCR_003070']",8
eLife,PMC5313080.nxml,Interneuronal mechanisms of hippocampal theta oscillations in a full-scale model of the rodent CA1 circuit,23-12-2016,"['SCR_014735', 'SCR_014735', 'SCR_014735', 'SCR_014735', 'SCR_014735', 'SCR_014735', 'SCR_003238', 'SCR_003238']",8
eLife,PMC7467730.nxml,Stem cell niche exit in C. elegans via orientation and segregation of daughter cells by a cryptic cell outside the niche,21-7-2020,"['SCR_016865', 'SCR_016865', 'SCR_002285', 'SCR_002285', 'SCR_014199', 'SCR_014199', 'SCR_010279', 'SCR_010279']",8
eLife,PMC6905855.nxml,Agonist-specific voltage-dependent gating of lysosomal two-pore Na+ channels,11-12-2019,"['SCR_011323', 'SCR_011323']",2
eLife,PMC5417851.nxml,Oriented clonal cell dynamics enables accurate growth and shaping of vertebrate cartilage,17-4-2017,"['SCR_002798', 'SCR_002798', 'SCR_001622', 'SCR_001622']",4
eLife,PMC6382352.nxml,The cuticular hydrocarbon profiles of honey bee workers develop via a socially-modulated innate process,05-2-2019,"['SCR_004870', 'SCR_004870', 'SCR_011950', 'SCR_011950', 'SCR_011950', 'SCR_011950']",6
eLife,PMC5602420.nxml,Modelling the drivers of the spread of Plasmodium falciparum hrp2 gene deletions in sub-Saharan Africa,24-8-2017,"['SCR_001905', 'SCR_001905']",2
eLife,PMC7311170.nxml,Moyamoya disease factor RNF213 is a giant E3 ligase with a dynein-like core and a distinct ubiquitin-transfer mechanism,23-6-2020,"['SCR_018390', 'SCR_018390', 'SCR_018393', 'SCR_018393', 'SCR_010276', 'SCR_010276', 'SCR_011812', 'SCR_011812', 'SCR_002285', 'SCR_002285', 'SCR_018391', 'SCR_018391', 'SCR_016500', 'SCR_016500', 'SCR_016732', 'SCR_016732', 'SCR_016274', 'SCR_016274', 'SCR_016501', 'SCR_016501', 'SCR_004097', 'SCR_004097', 'SCR_016499', 'SCR_016499', 'SCR_018392', 'SCR_018392', 'SCR_018394', 'SCR_018394', 'SCR_015872', 'SCR_015872', 'SCR_000305', 'SCR_000305', 'SCR_014224', 'SCR_014224', 'SCR_018395', 'SCR_018395', 'SCR_018396', 'SCR_018396', 'SCR_018397', 'SCR_018397']",40
eLife,PMC5515579.nxml,Decoding temporal interpretation of the morphogen Bicoid in the early Drosophila embryo,10-7-2017,"['SCR_001622', 'SCR_001622', 'SCR_002285', 'SCR_002285']",4
eLife,PMC5705218.nxml,An Eya1-Notch axis specifies bipotential epibranchial differentiation in mammalian craniofacial morphogenesis,15-11-2017,"['SCR_003070', 'SCR_003070', 'SCR_002798', 'SCR_002798']",4
eLife,PMC6731062.nxml,Regulator of G protein signaling 12 enhances osteoclastogenesis by suppressing Nrf2-dependent antioxidant proteins to promote the generation of reactive oxygen species,06-9-2019,"['SCR_003070', 'SCR_003070']",2
eLife,PMC7105377.nxml,Global genome diversity of the Leishmania donovani complex,25-3-2020,"['SCR_007043', 'SCR_007043', 'SCR_005498', 'SCR_005498', 'SCR_007043', 'SCR_007043', 'SCR_006525', 'SCR_006525', 'SCR_001876', 'SCR_001876', 'SCR_001876', 'SCR_001876', 'SCR_001876', 'SCR_001876', 'SCR_001876', 'SCR_001876', 'SCR_001876', 'SCR_001876', 'SCR_017343', 'SCR_017343', 'SCR_011848', 'SCR_011848', 'SCR_010910', 'SCR_010910', 'SCR_001876', 'SCR_001876', 'SCR_017343', 'SCR_017343', 'SCR_007043', 'SCR_007043', 'SCR_005498', 'SCR_005498', 'SCR_006525', 'SCR_006525', 'SCR_001876', 'SCR_001876', 'SCR_002105', 'SCR_002105', 'SCR_001876', 'SCR_001876', 'SCR_002105', 'SCR_002105', 'SCR_011812', 'SCR_011812', 'SCR_006086', 'SCR_006086', 'SCR_005191', 'SCR_005191', 'SCR_007043', 'SCR_007043', 'SCR_002811', 'SCR_002811', 'SCR_007043', 'SCR_007043', 'SCR_014798', 'SCR_014798', 'SCR_005825', 'SCR_005825', 'SCR_001263', 'SCR_001263', 'SCR_001235', 'SCR_001235', 'SCR_002105', 'SCR_002105', 'SCR_002105', 'SCR_002105', 'SCR_002105', 'SCR_002105', 'SCR_006646', 'SCR_006646', 'SCR_006646', 'SCR_006646', 'SCR_002774', 'SCR_002774', 'SCR_006646', 'SCR_006646', 'SCR_007043', 'SCR_007043', 'SCR_007043', 'SCR_007043']",80
eLife,PMC6175579.nxml,Changes in the genetic requirements for microbial interactions with increasing community complexity,13-9-2018,"['SCR_002303', 'SCR_002303']",2
eLife,PMC7032928.nxml,Loss of flavin adenine dinucleotide (FAD) impairs sperm function and male reproductive advantage in C. elegans,05-2-2020,"['SCR_015807', 'SCR_015807', 'SCR_003070', 'SCR_003070']",4
eLife,PMC6794091.nxml,Rare missense variants in the human cytosolic antibody receptor preserve antiviral function,15-10-2019,"['SCR_004528', 'SCR_004528', 'SCR_002798', 'SCR_002798', 'SCR_001905', 'SCR_001905', 'SCR_014964', 'SCR_014964', 'SCR_006828', 'SCR_006828']",10
eLife,PMC7253178.nxml,Identifying the immune interactions underlying HLA class I disease associations,02-4-2020,"['SCR_018250', 'SCR_018250']",2
eLife,PMC5703639.nxml,A versatile genetic tool for post-translational control of gene expression in Drosophila melanogaster,15-11-2017,"['SCR_000325', 'SCR_000325']",2
eLife,PMC7375809.nxml,Growth cone-localized microtubule organizing center establishes microtubule orientation in dendrites,13-7-2020,"['SCR_003070', 'SCR_003070', 'SCR_002285', 'SCR_002285', 'SCR_002798', 'SCR_002798', 'SCR_002368', 'SCR_002368']",8
eLife,PMC6634975.nxml,Active information maintenance in working memory by a sensory cortex,24-6-2019,"['SCR_001622', 'SCR_001622', 'SCR_010243', 'SCR_010243']",4
eLife,PMC5429095.nxml,Landscape of histone modifications in a sponge reveals the origin of animal cis-regulatory complexity,11-4-2017,"['SCR_001591', 'SCR_001591', 'SCR_011848', 'SCR_011848', 'SCR_005476', 'SCR_005476', 'SCR_002105', 'SCR_002105', 'SCR_001790', 'SCR_001790', 'SCR_013291', 'SCR_013291', 'SCR_007471', 'SCR_007471', 'SCR_011841', 'SCR_011841', 'SCR_011848', 'SCR_011848', 'SCR_013291', 'SCR_013291', 'SCR_006646', 'SCR_006646', 'SCR_001783', 'SCR_001783', 'SCR_005736', 'SCR_005736', 'SCR_001010', 'SCR_001010', 'SCR_011795', 'SCR_011795', 'SCR_005780', 'SCR_005780', 'SCR_005476', 'SCR_005476', 'SCR_000154', 'SCR_000154', 'SCR_005476', 'SCR_005476', 'SCR_001010', 'SCR_001010', 'SCR_011811', 'SCR_011811', 'SCR_007303', 'SCR_007303', 'SCR_004891', 'SCR_004891']",46
eLife,PMC6748830.nxml,Accelerated phosphatidylcholine turnover in macrophages promotes adipose tissue inflammation in obesity,16-8-2019,"['SCR_013035', 'SCR_013035', 'SCR_012802', 'SCR_012802']",4
eLife,PMC6594752.nxml,"Natural depletion of histone H1 in sex cells causes DNA demethylation, heterochromatin decondensation and transposon activation",28-5-2019,"['SCR_016159', 'SCR_016159', 'SCR_016582', 'SCR_016582', 'SCR_016883', 'SCR_016883']",6
eLife,PMC6726424.nxml,Molecular and anatomical organization of the dorsal raphe nucleus,14-8-2019,"['SCR_001905', 'SCR_001905', 'SCR_016341', 'SCR_016341', 'SCR_016340', 'SCR_016340', 'SCR_017052', 'SCR_017052', 'SCR_001622', 'SCR_001622', 'SCR_002285', 'SCR_002285', 'SCR_015246', 'SCR_015246', 'SCR_007358', 'SCR_007358']",16
eLife,PMC6126921.nxml,E proteins sharpen neurogenesis by modulating proneural bHLH transcription factors’ activity in an E-box-dependent manner,10-8-2018,"['SCR_014199', 'SCR_014199', 'SCR_000410', 'SCR_000410', 'SCR_003070', 'SCR_003070', 'SCR_013673', 'SCR_013673']",8
eLife,PMC5173324.nxml,"IRBIT controls apoptosis by interacting with the Bcl-2 homolog, Bcl2l10, and by promoting ER-mitochondria contact",20-12-2016,"['SCR_002285', 'SCR_002285', 'SCR_002285', 'SCR_002285', 'SCR_006459', 'SCR_006459']",6
eLife,PMC6739868.nxml,Increased expression of heme-binding protein 1 early in Alzheimer's disease is linked to neurotoxicity,27-8-2019,"['SCR_014485', 'SCR_014485', 'SCR_015753', 'SCR_015753', 'SCR_008653', 'SCR_008653', 'SCR_015807', 'SCR_015807']",8
eLife,PMC5794258.nxml,The synaptic ribbon is critical for sound encoding at high rates and with temporal precision,12-1-2018,"['SCR_000034', 'SCR_000034', 'SCR_000325', 'SCR_000325', 'SCR_001950', 'SCR_001950', 'SCR_001622', 'SCR_001622', 'SCR_014492', 'SCR_014492', 'SCR_003297', 'SCR_003297', 'SCR_002285', 'SCR_002285', 'SCR_003070', 'SCR_003070', 'SCR_007370', 'SCR_007370', 'SCR_014212', 'SCR_014212', 'SCR_015807', 'SCR_015807']",22
eLife,PMC7338058.nxml,PTEN and DNA-PK determine sensitivity and recovery in response to WEE1 inhibition in human breast cancer,06-7-2020,"['SCR_002798', 'SCR_002798', 'SCR_007358', 'SCR_007358', 'SCR_003070', 'SCR_003070', 'SCR_017655', 'SCR_017655']",8
eLife,PMC7025823.nxml,Bacterial interspecies interactions modulate pH-mediated antibiotic tolerance,29-1-2020,"['SCR_01622', 'SCR_01622', 'SCR_016865', 'SCR_016865']",4
eLife,PMC7224700.nxml,Parkin contributes to synaptic vesicle autophagy in Bassoon-deficient mice,04-5-2020,"['SCR_003070', 'SCR_003070', 'SCR_002798', 'SCR_002798', 'SCR_014322', 'SCR_014322', 'SCR_014485', 'SCR_014485']",8
eLife,PMC7386903.nxml,A single point mutation in the Plasmodium falciparum FtsH1 metalloprotease confers actinonin resistance,17-7-2020,"['SCR_002798', 'SCR_002798']",2
eLife,PMC5120881.nxml,Dpp dependent Hematopoietic stem cells give rise to Hh dependent blood progenitors in larval lymph gland of Drosophila,26-10-2016,"['SCR_003070', 'SCR_002078', 'SCR_007370']",3
eLife,PMC7591255.nxml,VIP interneurons in mouse primary visual cortex selectively enhance responses to weak but specific stimuli,27-10-2020,"['SCR_008633', 'SCR_008633', 'SCR_008624', 'SCR_008624', 'SCR_016074', 'SCR_016074', 'SCR_008058', 'SCR_008058', 'SCR_002577', 'SCR_002577']",10
eLife,PMC7524549.nxml,Lef1 expression in fibroblasts maintains developmental potential in adult skin to regenerate wounds,29-9-2020,"['SCR_017344', 'SCR_017344', 'SCR_018139', 'SCR_018139', 'SCR_018168', 'SCR_018168', 'SCR_017344', 'SCR_017344', 'SCR_018168', 'SCR_018168', 'SCR_018139', 'SCR_018139']",12
eLife,PMC6682401.nxml,Optimization-by-design of hepatotropic lipid nanoparticles targeting the sodium-taurocholate cotransporting polypeptide,23-7-2019,"['SCR_014212', 'SCR_014212', 'SCR_008520', 'SCR_008520', 'SCR_002285', 'SCR_002285']",6
eLife,PMC5752197.nxml,Abelson tyrosine-protein kinase 2 regulates myoblast proliferation and controls muscle fiber length,12-12-2017,"['SCR_003104', 'SCR_003104', 'SCR_002798', 'SCR_002798']",4
eLife,PMC7550191.nxml,Structure of the bacterial ribosome at 2 Å resolution,14-9-2020,"['SCR_017293', 'SCR_017293', 'SCR_016499', 'SCR_016499', 'SCR_016732', 'SCR_016732', 'SCR_016274', 'SCR_016274', 'SCR_016501', 'SCR_016501', 'SCR_004097', 'SCR_004097', 'SCR_014224', 'SCR_014224', 'SCR_014222', 'SCR_014222']",16
eLife,PMC7428308.nxml,Disynaptic cerebrocerebellar pathways originating from multiple functionally distinct cortical areas,14-8-2020,"['SCR_001622', 'SCR_001622', 'SCR_002285', 'SCR_002285', 'SCR_002285', 'SCR_002285']",6
eLife,PMC7661039.nxml,Increased mTOR activity and metabolic efficiency in mouse and human cells containing the African-centric tumor-predisposing p53 variant Pro47Ser,10-11-2020,"['SCR_003070', 'SCR_003070', 'SCR_002798', 'SCR_002798']",4
eLife,PMC5338919.nxml,KChIP2 is a core transcriptional regulator of cardiac excitability,06-3-2017,"['SCR_008036', 'SCR_008036', 'SCR_010845', 'SCR_010845']",4
eLife,PMC5413351.nxml,Structural basis of protein translocation by the Vps4-Vta1 AAA ATPase,05-4-2017,"['SCR_014224', 'SCR_014224', 'SCR_014222', 'SCR_014222', 'SCR_014226', 'SCR_014226', 'SCR_004097', 'SCR_004097', 'SCR_008387', 'SCR_008387', 'SCR_012820', 'SCR_012820', 'SCR_003207', 'SCR_003207']",14
eLife,PMC6177259.nxml,Mitochondria reorganization upon proliferation arrest predicts individual yeast cell fate,09-10-2018,"['SCR_003070', 'SCR_003070', 'SCR_015807', 'SCR_015807']",4
eLife,PMC5634782.nxml,Msn2/4 regulate expression of glycolytic enzymes and control transition from quiescence to growth,26-9-2017,"['SCR_004694', 'SCR_004694']",2
eLife,PMC7556868.nxml,"Sperm-specific COX6B2 enhances oxidative phosphorylation, proliferation, and survival in human lung adenocarcinoma",29-9-2020,"['SCR_008520', 'SCR_008520', 'SCR_002285', 'SCR_002285', 'SCR_011793', 'SCR_011793']",6
eLife,PMC6417860.nxml,H3K9me3 is required for inheritance of small RNAs that target a unique subset of newly evolved genes,14-3-2019,"['SCR_002798', 'SCR_002798', 'SCR_003070', 'SCR_003070', 'SCR_016651', 'SCR_016651']",6
eLife,PMC5589414.nxml,The physical dimensions of amyloid aggregates control their infective potential as prion particles,07-9-2017,"['SCR_003070', 'SCR_003070']",2
eLife,PMC7018506.nxml,Nodal β spectrins are required to maintain Na+ channel clustering and axon integrity,13-2-2020,"['SCR_002285', 'SCR_002285', 'SCR_002798', 'SCR_002798', 'SCR_011323', 'SCR_011323']",6
eLife,PMC7041946.nxml,"An alternatively spliced, non-signaling insulin receptor modulates insulin sensitivity via insulin peptide sequestration in C. elegans",25-2-2020,"['SCR_015052', 'SCR_015052', 'SCR_002798', 'SCR_002798', 'SCR_010279', 'SCR_010279', 'SCR_014199', 'SCR_014199', 'SCR_013672', 'SCR_013672', 'SCR_003070', 'SCR_003070']",12
eLife,PMC7473771.nxml,Splicing variation of BMP2K balances abundance of COPII assemblies and autophagic degradation in erythroid cells,14-8-2020,"['SCR_003070', 'SCR_003070', 'SCR_015807', 'SCR_015807']",4
eLife,PMC7394544.nxml,Regulation of BMP4/Dpp retrotranslocation and signaling by deglycosylation,28-7-2020,"['SCR_002798', 'SCR_002798']",2
eLife,PMC5014548.nxml,A shunt pathway limits the CaaX processing of Hsp40 Ydj1p and regulates Ydj1p-dependent phenotypes,15-8-2016,"['SCR_002380', 'SCR_002380', 'SCR_002924', 'SCR_002924', 'SCR_010236', 'SCR_010236']",6
eLife,PMC6086657.nxml,Structure of the human volume regulated anion channel,10-8-2018,"['SCR_016274', 'SCR_016274', 'SCR_015701', 'SCR_015701', 'SCR_014222', 'SCR_014222', 'SCR_014224', 'SCR_014224', 'SCR_000305', 'SCR_000305', 'SCR_004097', 'SCR_004097']",12
eLife,PMC7340501.nxml,Structural basis for capsid recruitment and coat formation during HSV-1 nuclear egress,24-6-2020,"['SCR_003070', 'SCR_003070', 'SCR_003297', 'SCR_003297', 'SCR_003070', 'SCR_003070', 'SCR_003297', 'SCR_003297']",8
